system:index,classification_mean,plotID,.geo
00000000000000000000_0,87.20607,A02,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_0,0.04635211,A011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_0,0.06278495,A010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,69.9918,A03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,20.634632,A07,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,15.7157135,A06,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_0,0.802651,A09,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,99.62409,A04,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,99.8017,A05,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_0,0.040467314,A08,"{""type"":""MultiPoint"",""coordinates"":[]}"
